LAST MODIFIED: 3/30/2017,,
eelv,eelv,POWERSHARES E T F TRUST II
eem,eem,ISHARES TRUST
eema,eema,ISHARES INC
eeme,eeme,ISHARES INC
eeml,eeml,iShares MSCI Emerging Markets Latin Amer (EEML)
eems,eems,ISHARES INC
eemv,eemv,ISHARES INC
een,een,CLAYMORE E T F TRUST 2
eep,eep,ENBRIDGE ENERGY PARTNERS LP
eeq,eeq,ENBRIDGE ENERGY MGMT L L C
ees,ees,WISDOMTREE TRUST
eesi,eesi,EASTERN ENVIRONMENTAL SVC INC
eet,eet,PROSHARES TRUST
eev,eev,PROSHARES TRUST
eew,eew,CLAYMORE E T F TRUST 2
eex,eex,E E X CORP
eez,eez,WISDOMTREE TRUST
ef,ef.1,BLACKROCK EUROPE FUND INC
ef,ef,EDELMAN FINANCIAL GROUP INC
efa,efa,ISHARES TRUST
efav,efav,ISHARES TRUST
efax,efax.1,EFAX COM
efbc,efbc,EMPIRE FEDERAL BANCORP INC
efbi,efbi,ENTERPRISE FEDERAL BANCORP INC
efc,efc.1,E F C BANCORP INC
efc,efc,ELLINGTON FINANCIAL L L C
efcwe,efcwe,EAGLE FINANCE CORP
efd,efd,EFUNDS CORP
efg,efg,ISHARES TRUST
efic,efic,E F I ELECTRONICS CORP
efii,efii,ELECTRONICS FOR IMAGING INC
efji,efji,E F JOHNSON TECHNOLOGIES INC
efl,efl,WESTERN ASSET EMERG MKT FLTNG RT
efnt,efnt,EFFICIENT NETWORKS INC
efo,efo,PROSHARES TRUST
efoi,efoi,ENERGY FOCUS INC
efr,efr,EATON VANCE SENIOR FLTG RATE TR
efs,efs,ENHANCE FINANCIAL SERVICES GROUP
efsc,efsc,ENTERPRISE FINANCIAL SVCS CORP
eft,eft,EATON VANCE FLOATING RATE INC TR
eftd,eftd,F T D COM INC
efu,efu.1,EASTERN ENTERPRISES
efu,efu,PROSHARES TRUST
efut,efut,E FUTURE INFORMATION TECH INC
efv,efv,ISHARES TRUST
efx,efx,EQUIFAX INC
efz,efz,PROSHARES TRUST
egam,egam,EGAMES INC
egan,egan,EGAIN CORP
egas,egas.1,ENERGY SEARCH INC TENN
egas,egas,GAS NATURAL INC
egbn,egbn,EAGLE BANCORP INC
egeo,egeo,EAGLE GEOPHYSICAL INC
egf,egf,BLACKROCK ENHANCED GOVT FD INC
egfc,egfc,EAGLE FINANCIAL CORP
eggs,eggs.1,EGGHEAD COM INC
eggs,eggs,EGGHEAD COM INC NEW
eght,eght,8X8 INC NEW
egi,egi,ENTREE GOLD INC
egl,egl,ENGILITY HLDGS INC
eglb,eglb,EAGLE BANCGROUP INC
egle,egle.1,EAGLE FOOD CENTERS INC
egle,egle,EAGLE BULK SHIPPING INC
eglod,eglod,EGLOBE INC NEW
egls,egls,ELECTROGLAS INC
eglt,eglt.1,EAGLE TEST SYSTEMS INC
egn,egn,ENERGEN CORP
egnie,egnie,EGANAGOLDPFEIL HLDGS LTD CAYMAN
ego,ego,ELDORADO GOLD CORP NEW
egov,egov,N I C INC
egp,egp,EASTGROUP PROPERTIES INC
egpt,egpt.1,EAGLE POINT SOFTWARE CORP
egpt,egpt,MARKET VECTORS E T F TRUST
egr,egr.1,EARTHGRAINS CO
egr,egr,COMMERCE ENERGY GROUP INC
egrt,egrt,EGREETINGS NETWORK INC
egrw,egrw,ISHARES INC
egt,egt,ENTERTAINMENT GAMING ASIA INC
egx,egx,ENGEX INC
egy,egy.1,COLUMBUS ENERGY CORP
egy,egy,VAALCO ENERGY INC
ehi,ehi,WESTERN ASSET GLOBAL HIGH INC FD
ehp,ehp,EAGLE HOSPITALITY PPTYS TR INC
ehth,ehth,EHEALTH INC
ei,ei,ENERGYNORTH INC
eia,eia,EATON VANCE CA MUNI BD FD II
eicu,eicu,VISICU INC
eido,eido,ISHARES TRUST
eidsy,eidsy,EIDOS PLC
eif,eif,EATON VANCE INS FL PL MUN BND FD
eig,eig,EMPLOYERS HOLDINGS INC
eihi,eihi,EASTERN INSURANCE HOLDINGS INC
eii,eii,ENERGY INFRASTRUCTURE ACQUI CORP
eil,eil,ELECTROCHEMICAL INDS LTD
eill,eill,ELEGANT ILLUSIONS INC
eim,eim,EATON VANCE MUNICIPAL BD FD
eimo,eimo,EIMO OYJ
ein,ein,ECHELON INTERNATIONAL CORP
eio,eio,EATON VANCE OH MUNICIPAL BD FD
eip,eip,EATON VANCE PA MUNICIPAL BD FD
eir,eir,EIRCOM PLC
eire,eire,EMERALD ISLE BANCORP INC
eirl,eirl,ISHARES TRUST
eis,eis,ISHARES INC
eisi,eisi,E I S INTERNATIONAL INC
eiv,eiv,EATON VANCE MUNICIPAL BD FD II
eix,eix,EDISON INTERNATIONAL
ej,ej,E HOUSE CHINA HOLDINGS LTD
ek,ek,EASTMAN KODAK CO
ekc,ekc,EK CHOR CHINA MOTORCYCLE CO LTD
ekh,ekh,EUROPE 2001 HOLDRS TR
eko,eko,EKCO GROUP INC
ekr,ekr,E Q K REALTY INVESTORS 1
ekt,ekt,GRUPO ELEKTRA SA DE CV
el,el,LAUDER ESTEE COS INC
elab,elab,EON LABS INC
elam,elam,ELAMEX S A DE C V
elas,elas,ELASTIC NETWORKS INC
elbi,elbi,ELDORADO BANCSHARES INC
elbo,elbo,ELECTRONICS BOUTIQUE HLDGS CORP
elbt,elbt,ELBIT LTD
elc,elc.1,ELECTRIC CITY CORP
elc,elc.2,EASTERN LIGHT CAPITAL INC
elch,elch,EL CHICO RESTAURANTS INC
elco,elco,ELCOM INTERNATIONAL INC
eld,eld,WISDOMTREE TRUST
ele,ele,ENDESA S A
elec,elec.1,ELEC COMMUNICATIONS CORP
elet,elet,ELLETT BROTHERS INC
elf,elf.1,ELF AQUITAINE
elgtd,elgtd,ELECTRIC & GAS TECHNOLOGY INC
elgx,elgx,ENDOLOGIX INC
eli,eli,ELITE PHARMACEUTICALS INC
elix,elix,ELECTRIC LIGHTWAVE INC
elk,elk,ELKCORP
elli,elli,ELLIE MAE INC
ello,ello,ELLOMAY CAPITAL LTD
elmd,elmd,ELECTROMED INC
elmg,elmg,E M S TECHNOLOGIES INC
elms,elms,ELMERS RESTAURANTS INC
eln,eln,ELAN PLC
elnk,elnk.1,EARTHLINK NETWORK INC
elnk,elnk,EARTHLINK INC
elnt,elnt,ELANTEC SEMICONDUCTOR INC
elon,elon,ECHELON CORP
eloq,eloq.1,ELOQUENT INC
eloq,eloq,ELOQUA INC
elos,elos,SYNERON MEDICAL LTD
elotc,elotc,ELOT INC
elp,elp,COMPANHIA PARANAENSE DE ENERGIA
onek,onek,SPDR SERIES TRUST
elrc,elrc,ELECTRO RENT CORP
elrn,elrn,ELRON ELECTRONIC INDUSTRIES LTD
els,els,EQUITY LIFESTYLE PROPERTIES INC
else,else,ELECTRO SENSORS INC
elsie,elsie,ELECTROSOURCE INC NEW
elt,elt.1,ELSCINT LIMITED
elt,elt,ELSTER GROUP S E
elte,elte,ELITE INFORMATION GROUP INC
eltk,eltk,ELTEK LTD
eltn,eltn,ELTRON INTERNATIONAL INC
elu,elu.1,ELINEAR INC
elux,elux,AKTIEBOLAGET ELECTROLUX
elx,elx,EMULEX CORP
elxs,elxs,E L X S I CORP
ely,ely,CALLAWAY GOLF CO
em,em,EMDEON INC
emag,emag.1,EMAGEON INC
emak,emak,EMAK WORLDWIDE INC
eman,eman,EMAGIN CORP
emb,emb,ISHARES TRUST
embr,embr,EMBRYO DEVELOPMENT CORP
embt,embt,EMBARCADERO TECHNOLOGIES INC
embx,embx,EMBREX INC
emc,emc,E M C CORP MA
emcb,emcb,WISDOMTREE TRUST
emcc,emcc,EUROPEAN MICRO HOLDINGS INC
emcd,emcd,SPDR SERIES TRUST
emcf,emcf,EMCLAIRE FINANCIAL CORP
emci,emci,E M C INSURANCE GROUP INC
emco,emco,ENGINEERING MEASUREMENTS CO
emcr,emcr,E G A EMERGING GLOBAL SHARES
emd,emd.1,WESTERN ASSET EMERG MKTS INC FD
emd,emd.2,WESTERN ASSET EMER MKT INC FD IN
emda,emda,EQUITY MEDIA HOLDINGS CORP
emdd,emdd.1,E G A EMERGING GLOBAL SHARES TR
emdi,emdi,ISHARES INC
eme,eme.1,FOREIGN & COLONIAL EMERG MID E F
eme,eme,EMCOR GROUP INC
emed,emed,MEDCOM U S A INC
emer,emer,INDEXIQ E T F TRUST
emex,emex,EMEX CORP
emey,emey,ISHARES INC
emf,emf,TEMPLETON EMERG MKTS FD
emfn,emfn,iShares MSCI Emerging Markets Financials (EMFN)
emft,emft,SPDR INDEX SHARES FUNDS
emgx,emgx,GLOBAL X FUNDS
emi,emi,EATON VANCE MICHIGAN MUN INC TR
emif,emif,iShares Emerging Markets Infrastructure (EMIF)
emis,emis,EMISPHERE TECHNOLOGIES INC
emitf,emitf,ELBIT IMAGING LTD
emj,emj,EATON VANCE NJ MUNICIPAL BD FD
emkr,emkr,EMCORE CORP
eml,eml,EASTERN CO
emlc,emlc,MARKET VECTORS E T F TRUST
emld,emld,EMERALD FINANCIAL CORP
emlp,emlp,FIRST TRUST E T F IV
emltf,emltf,EMCO LTD
smd,smd,SPDR SERIES TRUST
emms,emms,EMMIS COMMUNICATIONS CORP
emmt,emmt,iShares MSCI Emerging Markets Materials (EMMT)
emn,emn,EASTMAN CHEMICAL CO
emo,emo.1,T C W D W EMERGING MKTS OPP TR
emo,emo,CLEARBRIDGE ENERGY M L P OPP FD
emon,emon,EMONS TRANSPORTATION GROUP INC
emp,emp.1,EMPIRE OF CAROLINA INC
empi,empi,EMPI INC
emr,emr,EMERSON ELECTRIC CO
emrg,emrg,EMERGE INTERACTIVE INC
emrt,emrt,E MERGENT INC
ems,ems.1,C MAC INDUSTRIES INC
ems,ems,EMERGENCY MEDICAL SERVICES CORP
emsi,emsi,EFFECTIVE MANAGEMENT SYS INC
emt,emt,E G A EMERGING GLOBAL SHARES TR
emu,emu,ENERGY METALS CORP
emus,emus,EMUSIC COM INC
emvl,emvl,EMVELCO CORP
emvx,emvx,GLOBAL X FUNDS
emx,emx,EURASIAN MINERALS INC
en,en,ENEL SOCIETA PER AZIONI
ena,ena.1,ENOVA CORP
ena,ena,ENOVA SYSTEMS INC
enb,enb,ENBRIDGE INC
enbc,enbc,ENCHIRA BIOTECHNOLOGY CORP
enbxc,enbxc,EINSTEIN NOAH BAGEL CORP
enc,enc,ENESCO GROUP INC
encd,encd,E N C A D INC
enco,enco,ENCORIUM GROUP INC
encp,encp,ENERCORP INC
ency,ency,ENCYSIVE PHARMACEUTICALS INC
end,end,ENDEAVOUR INTERNATIONAL CORP
endg,endg,ENDOGEN INC
endo,endo,ENDOCARE INC
endp,endp,ENDO HEALTH SOLUTIONS INC
ene,ene,ENRON CORP
ener,ener,ENERGY CONVERSION DEVICES INC
enetc,enetc,EQUALNET COMMUNICATIONS CORP
enex,enex,ENEX RESOURCES CORP CO
eng,eng,ENGLOBAL CORP
enga,enga,ENGAGE INC
engef,engef,ENGEL GENERAL DEVELOPERS LTD
engl,engl,ENGLE HOMES INC
engn,engn,ISHARES TRUST
engsy,engsy,ENERGIS PLC
enh,enh,ENDURANCE SPECIALTY HOLDINGS LTD
enht,enht,ENHERENT CORP
enia,enia,ENERSIS S A
renx,renx,REED ELSEVIER N V
enlv,enlv,ENLIVEN MARKETING TECH CORP
enmc,enmc,ENCORE MEDICAL CORP
casi,casi,ENTREMED INC
enml,enml,ENAMELON INC
enn,enn,EQUITY INNS INC
eno,eno.1,ENODIS P L C
enoc,enoc,ENERNOC INC
enp,enp.1,ENTREPORT CORPORATION
enp,enp,ENCORE ENERGY PARTNERS L P
enph,enph,ENPHASE ENERGY INC
enpt,enpt,EN POINTE TECHNOLOGIES INC
enq,enq,AMERICAN MEDIA INC
enr,enr.1,ENVIROTEST SYSTEMS CORP
enr,enr,ENERGIZER HOLDINGS INC
ens,ens,ENERSYS
ensc,ensc,ENSEC INTERNATIONAL INC
ensg,ensg,ENSIGN GROUP INC
ensi,ensi,ENERGYSOUTH INC
enso,enso,ENVIROSOURCE INC
ensr,ensr,ENSTAR INC
ensw,ensw,ENTERPRISE SOFTWARE INC
ent,ent.1,EQUANT N V
entg,entg,ENTEGRIS INC
entn,entn,ENTORIAN TECHNOLOGIES INC
entr,entr,ENTROPIC COMMUNICATIONS INC
ents,ents,PHYSICIANS SPECIALTY CORP
entu,entu,ENTRUST INC
entx,entx,ENTRX CORP
env,env.1,C E T SERVICES INC
env,env,ENVESTNET INC
envg,envg,ENVIROGEN INC
envi,envi,ENVIVIO INC
envy,envy,ENVOY CORP NEW
enwv,enwv,ENDWAVE CORP
enx,enx,EATON VANCE NY MUNICIPAL BD FD
eny,eny.1,ENERNORTH INDUSTRIES INC
eny,eny,CLAYMORE E T F TRUST 2
enz,enz,ENZO BIOCHEM INC
enzl,enzl,ISHARES TRUST
enzn,enzn,ENZON PHARMACEUTICALS INC
eocc,eocc,EMPRESA NACIONAL DE ELECT CHILE
eod,eod,WELLS FARGO ADV GLBL DIV OPP FD
eoe,eoe,EATON VANCE CREDIT OPPORTS FUND
eog,eog,EOG RESOURCES INC
eoi,eoi,EATON VANCE ENHANCED EQU INC FD
eon,eon,E ON A G
eone,eone,ENVIRONMENT ONE CORP
eop,eop,EQUITY OFFICE PROPERTIES TRUST
eopn,eopn,E2OPEN INC
eos,eos,EATON VANCE ENHANC EQU INC FD II
eot,eot.1,EOTT ENERGY PARTNERS LP
eot,eot,EATON VANCE NATIONAL MUN OPP TR
eox,eox,EMERALD OIL INC
ep,ep,EL PASO CORP
epam,epam,EPAM SYSTEMS INC
epax,epax,AMBASSADORS GROUP INC
epay,epay,BOTTOMLINE TECHNOLOGIES DEL INC
epb,epb,EL PASO PIPELINE PARTNERS L P
epc,epc.1,E P C O S AG
epc,epc.2,UNKNOWN
epct,epct,EPICEPT CORP
epd,epd,ENTERPRISE PRODUCTS PARTNERS LP
epe,epe.1,ENTERPRISE G P HOLDINGS L P
epen,epen,EAST PENN FINANCIAL CORP
epex,epex,EDGE PETROLEUM CORP DEL
epg,epg,ENVIRONMENTAL POWER CORP
ephc,ephc,EPOCH HOLDING CORP
ephe,ephe,ISHARES TRUST
epi,epi,WISDOMTREE TRUST
epic,epic,EPICOR SOFTWARE CORP
epie,epie,ESKIMO PIE CORP
epiq,epiq,EPIQ SYSTEMS INC
epix,epix.1,EPIX PHARMACEUTICALS INC
epl,epl,E P L OIL & GAS INC
epm,epm,EVOLUTION PETROLEUM CORP
epmd,epmd,E P MEDSYSTEMS INC
epny,epny,E PIPHANY INC
epoc,epoc,EPOCRATES INC
epol,epol,ISHARES TRUST
epp,epp,ISHARES INC
epr,epr,E P R PROPERTIES
epre,epre,EPRESENCE INC
eprs,eprs.1,EPRISE CORP
eps,eps,WISDOMTREE TRUST
eptg,eptg,E P L TECHNOLOGIES INC
epu,epu,ISHARES TRUST
epv,epv,PROSHARES TRUST
eq,eq,EMBARQ CORP
eqin,eqin,RUSSELL E T F TRUST
eqix,eqix.1,EQUINIX INC
eqix,eqix,EQUINIX INC
eql,eql,ALPS E T F TRUST
eqm,eqm,E Q T MIDSTREAM PARTNERS L P
eqmde,eqmde,EQUIMED INC
eqnx,eqnx,EQUINOX SYSTEMS INC
eqr,eqr,EQUITY RESIDENTIAL
eqs,eqs,EQUUS TOTAL RETURN INC
eqsb,eqsb,EQUITABLE BANK MD
eqt,eqt,E Q T CORP
eqtx,eqtx,EQUITEX INC
eqty,eqty,EQUITY OIL CO
equ,equ.1,EQUITY CORP INTERNATIONAL
equ,equ,EQUAL ENERGY LTD
equi,equi,EQUIVEST FINANCE INC
equus,equus,EQUUS GAMING CO L P
eqy,eqy,EQUITY ONE INC
er,er,EXECUTIVE RISK INC
erb,erb,ERBA DIAGNOSTICS INC
erc,erc,WELLS FARGO ADV MULTI SEC INC FD
erci,erci,E R C INDUSTRIES INC NEW
erf,erf,ENERPLUS CORP
ergbe,ergbe,ERGOBILT INC
ergo,ergo,ERGO SCIENCE CORP
erh,erh,WELLS FARGO ADV UTIL & HI INC FD
eri,eri,EMRISE CORP
eric,eric,ERICSSON
erie,erie,ERIE INDEMNITY CO
erii,erii,ENERGY RECOVERY INC
erj,erj,EMBRAER S A
erlye,erlye,E R L Y INDUSTRIES INC
erms,erms,EROOMSYSTEM TECHNOLOGIES INC
eroc,eroc,EAGLE ROCK ENERGY PARTNERS L P
erox,erox,HUMAN PHEROMONE SCIENCES INC
ers,ers.1,EMPIRE RESOURCES INC DEL
ersi,ersi,ELECTRONIC RETAILING SYS INTL IN
ert,ert,ERESEARCHTECHNOLOGY INC
erth,erth,EARTHSHELL CORP
erus,erus,ISHARES TRUST
erx,erx,DIREXION SHARES E T F TRUST
ery,ery,DIREXION SHARES E T F TRUST
es,es.1,ENERGYSOLUTIONS INC
esa,esa.1,EXTENDED STAY AMERICA INC
esa,esa,ENERGY SERVICES OF AMERICA CORP
esanc,esanc,ENTRADA NETWORKS INC
esat,esat,ESAT TELECOM GROUP PLC
esbf,esbf,E S B FINANCIAL CORP
esbk,esbk,ELMIRA SAVINGS BANK NY
esc,esc,EMERITUS CORP
esca,esca,ESCALADE INC
escc,escc,EVANS & SUTHERLAND COMPUTER CORP
esch,esch,ESCHELON TELECOM INC
escic,escic,EARTH SCIENCES INC
escl,escl,ESCALA GROUP INC
esco,esco,EASCO INC
emd,emd,WESTERN ASSET EMERG MKTS DEBT FD
ese,ese,E S C O TECHNOLOGIES INC
esea,esea,EUROSEAS LTD
esf,esf,ESPIRITO SANTO FINANCIAL GP S A
esft,esft,ESOFT INC
esgr,esgr.1,ENSTAR GROUP INC GA
esgr,esgr,ENSTAR GROUP LTD
esh,esh,SCHEIB EARL INC
eshr,eshr,ESHARE COMMUNICATIONS INC
esi,esi,I T T EDUCATIONAL SERVICES INC
esic,esic,EASYLINK SERVICES INTL CORP
esim,esim,E SIM LTD
esio,esio,ELECTRO SCIENTIFIC INDS INC
esl,esl,ESTERLINE TECHNOLOGIES CORP
eslr,eslr,EVERGREEN SOLAR INC
eslt,eslt,ELBIT SYSTEMS LTD
esmc,esmc,ESCALON MEDICAL CORP
esmk,esmk,ESMARK INC NEW
esni,esni,E SYNC NETWORKS INC
esnj,esnj,ESENJAY EXPLORATION INC
esol,esol,EMPLOYEE SOLUTIONS INC
eson,eson,ENDOSONICS CORP
esp,esp,ESPEY MANUFACTURING & ELCTRS COR
espi,espi,E SPIRE COMMUNICATIONS INC
espr,espr.1,ESPERION THERAPEUTICS INC
espry,espry,ESPRIT TELECOM GROUP
esqs,esqs,ESQUIRE COMMUNICATIONS LTD
esr,esr.1,ENCOMPASS SERVICES CORP
esr,esr,ISHARES INC
esree,esree,ESG RE LTD
esrx,esrx,EXPRESS SCRIPTS HOLDING CO
ess,ess,ESSEX PROPERTY TRUST INC
essa,essa,E S S A BANCORP INC
essf,essf,E S S E F CORP
essie,essie,ECO SOIL SYSTEMS INC
esst,esst,E S S TECHNOLOGY INC
essx,essx,ESSEX RENTAL CORP
este,este,EARTHSTONE ENERGY INC
esv,esv.1,E N S C O INTERNATIONAL INC
esv,esv,E N S C O PLC NEW
esvs,esvs,ENHANCED SERVICES CO INC
esx,esx,ESSEX BANCORP INC DEL
esys,esys,ELECSYS CORP
et,et,EXACTTARGET INC
eta,eta,ENTRADE INC
etak,etak,ELEPHANT TALK COMMUNICATIONS COR
etb,etb,EATON VANCE TAX MNGD BUY WR INC
etc,etc,ENVIRONMENTAL TECTONICS CORP
etcia,etcia,ELECTRONIC TELE COMMUNICATIONS
ete,ete,ENERGY TRANSFER EQUITY L P
etec,etec,E T E C SYSTEMS INC
etek,etek,E TEK DYNAMICS INC
etel,etel,ETELECARE GLOBAL SOLUTIONS INC
etf,etf.1,EMERGING MARKETS TELECOM FUND IN
abe,abe,ABERDEEN EMG MTS SM CO OP FD INC
etfc,etfc,E TRADE FINANCIAL CORP
etfs,etfs,EAST TEXAS FINANCIAL SVCS INC
etg,etg,EATON VANCE TAX ADV GLOB DIV INC
eth,eth,ETHAN ALLEN INTERIORS INC
etj,etj,EATON VANCE RISK MNGD DIV EQ INC
etka,etka,ETHIKA CORP
etm,etm,ENTERCOM COMMUNICATIONS CORP
etn,etn,EATON CORP PLC
eto,eto,EATON VANCE TAX ADV GLOB DIV OPP
etop,etop,ENTROPIN INC
etp,etp.1,ENTERPRISE OIL PLC
etp,etp,ENERGY TRANSFER PARTNERS L P
etq,etq,CORRIENTE RESOURCES INC
etr,etr,ENTERGY CORP NEW
etrc,etrc,EQUITRAC CORP
etrm,etrm,ENTEROMEDICS INC
etrx,etrx,ESSENTIAL THERAPEUTICS INC
ets,ets.1,E T S INTERNATIONAL INC
ets,ets,ENTERASYS NETWORKS INC
ett,ett,ELDERTRUST
ettie,ettie,ECOTYRE TECHNOLOGIES INC
etua,etua,EUNITS 2 YR U S MKT PARTICIP TR
etub,etub,EUNITS 2 YR U S MKT PART TR II
etv,etv.1,E 4 L INC
etv,etv,EATON VANCE TAX MAN BUY WR OPP F
etw,etw.1,E TOWN CORP
etw,etw,EATON VANCE TAX MAN GLBL BUY WR
etwc,etwc,ETRIALS WORLDWIDE INC
ety,ety,EATON VANCE TAX MAN DIV EQ IN FD
etys,etys,ETOYS INC
etz,etz,ETZ LAVUD LTD
etza,etza,ETZ LAVUD LTD
eu,eu,WISDOMTREE TRUST
eua,eua,EASTERN UTILITIES ASSOC
eubk,eubk,EUROBANCSHARES INC
eufn,eufn,iShares MSCI Europe Financials (EUFN)
eufx,eufx,PROSHARES TRUST II
eum,eum,PROSHARES TRUST
euo,euo.1,EUROTECH LTD
euo,euo,PROSHARES TRUST II
euph,euph,EUPHONIX INC
euro,euro,EUROTRUST A S
eurx,eurx,EURAND N V
eusa,eusa,ISHARES INC
ev,ev,EATON VANCE CORP
evac,evac,EDWARDS GROUP LTD
eval,eval,ISHARES INC
evane,evane,EVANS INC
evbn,evbn,EVANS BANCORP INC
evbs,evbs,EASTERN VIRGINIA BANKSHARES INC
evc,evc,ENTRAVISION COMMUNICATIONS CORP
evci,evci,E V C I CAREER COLLEGES HLDG COR
even,even,E V ENVIRONMENTAL INC
evep,evep,E V ENERGY PARTNERS L P
ever,ever,EVERBANK FINANCIAL CORP
evf,evf,EATON VANCE SENIOR INCOME TR
evg,evg.1,EVERGREEN RESOURCES INC
evg,evg,EATON VANCE SHORT DUR DIV INC FD
evgn,evgn,EVERGREEN BANCORP INC DE
evi,evi,ENVIROSTAR INC
evj,evj,EATON VANCE NEW JERSEY MUN INC T
evk,evk,EVER GLORY INTERNATIONAL GRP INC
evlvq,evlvq,EVOLVE SOFTWARE INC
evm,evm,EATON VANCE CA MUNICIPAL BD FD
evmd,evmd,EVEREST MEDICAL CORP
evn,evn,EATON VANCE MUNICIPAL INCOME TR
evo,evo,EATON VANCE OHIO MUN INC TR
evol,evol,EVOLVING SYSTEMS INC
evp,evp,EATON VANCE PENN MUN INC TR
evr,evr.1,EVEREN CAPITAL CORP
evr,evr,EVERCORE PARTNERS INC
evrc,evrc,EVERCEL INC
evrt,evrt,EVERTRUST FINANCIAL GROUP INC
evsi,evsi,EVANS SYSTEMS INC
evsn,evsn,ELBIT VISION SYSTEMS LTD
evst,evst,EVERLAST WORLDWIDE INC
evt,evt,EATON VANCE TAX ADVAN DIV IN FD
evtc,evtc.1,ENVIRONMENTAL TECHNOLOGIES CORP
evtc,evtc.2,EVOTEC A G
evv,evv.1,ENVIRONMENTAL SAFEGUARDS INC
evv,evv,EATON VANCE LTD DURATION INC F
evvv,evvv,EV3 INC
evx,evx,MARKET VECTORS E T F TRUST
evy,evy,EATON VANCE NEW YORK MUN INC TR
ew,ew,EDWARDS LIFESCIENCES CORP
ewa,ewa,ISHARES INC
ewac,ewac,RYDEX E T F TRUST
ewb,ewb,BLANCH E W HOLDINGS INC
ewbc,ewbc,EAST WEST BANCORP INC
ewc,ewc,ISHARES INC
ewd,ewd,ISHARES INC
ewef,ewef,RYDEX E T F TRUST
ewem,ewem,RYDEX E T F TRUST
ewf,ewf,EUROPEAN WARRANT FUND INC
ewg,ewg,ISHARES INC
ewh,ewh,ISHARES INC
ewhs,ewhs,ISHARES TRUST
ewi,ewi,ISHARES INC
ewj,ewj,ISHARES INC
ewk,ewk,ISHARES INC
ewl,ewl,ISHARES INC
ewm,ewm,ISHARES INC
ewmd,ewmd,RYDEX E T F TRUST
ewn,ewn,ISHARES INC
ewndc,ewndc,EASTWIND GROUP INC
ewo,ewo,ISHARES INC
ewp,ewp,ISHARES INC
ewq,ewq,ISHARES INC
ewri,ewri,RYDEX E T F TRUST
ewmc,ewmc,RYDEX E T F TRUST
ewsc,ewsc,RYDEX E T F TRUST
ews,ews,ISHARES INC
ewsm,ewsm,RYDEX E T F TRUST
ewss,ewss,ISHARES TRUST
ewt,ewt,ISHARES INC
ewu,ewu,ISHARES INC
ewv,ewv,PROSHARES TRUST
eww,eww,ISHARES INC
ewx,ewx,SPDR INDEX SHARES FUNDS
ewy,ewy,ISHARES INC
ewz,ewz,ISHARES INC
ewzs,ewzs,ISHARES TRUST
ex,ex,EXIDE TECHNOLOGIES
exa,exa,EXA CORP
exac,exac,EXACTECH INC
exam,exam,EXAMWORKS GROUP INC
exap,exap,EXCHANGE APPLICATIONS INC
exar,exar,EXAR CORP
exas,exas,EXACT SCIENCES CORP
exb,exb,CLAYMORE E T F TRUST 2
exbt,exbt,EXABYTE CORP
exc,exc.1,EXCEL INDUSTRIES INC
exc,exc,EXELON CORP
exco,exco,E X C O RESOURCES INC
exd,exd,EATON VANCE TAX AD BD & OP ST FD
exds,exds,EXODUS COMMUNICATIONS INC
exe,exe,CREXENDO INC
exea,exea,EXTENDICARE INC CDA
exec,exec,EXECUSTAY CORP
exee,exee,EXE TECHNOLOGIES INC
exel,exel,EXELIXIS INC
exfo,exfo,E X F O INC
exg,exg,EATON VANCE TAX MNGD GLBL DIV EQ
exgn,exgn,EXOGEN INC
exgpe,exgpe,EXPERTELLIGENCE INC
aroc,aroc,EXTERRAN HOLDINGS INC
exi,exi,ISHARES TRUST
exk,exk,ENDEAVOUR SILVER CORP
exl,exl,EXCEL TRUST INC
exln,exln,EXCELON CORP
aplp,aplp,EXTERRAN PARTNERS L P
exls,exls,EXLSERVICE HOLDINGS INC
exlt,exlt,EXULT INC
exm,exm,EXCEL MARITIME CARRIERS LTD
exnt,exnt,IXNET INC
exp,exp,EAGLE MATERIALS INC
expb,expb,EAGLE MATERIALS INC
expd,expd,EXPEDITORS INTERNATIONAL WA INC
expe,expe.1,EXPEDIA INC
expe,expe,EXPEDIA INC DE
expo,expo,EXPONENT INC
expr,expr,EXPRESS INC
exr,exr,EXTRA SPACE STORAGE INC
ext,ext,WISDOMTREE TRUST
extn,extn.1,EXTENSITY INC
extr,extr,EXTREME NETWORKS INC
exxa,exxa,E X X INC
exxb,exxb,E X X INC
exxi,exxi.1,ENERGY XXI LTD
eye,eye.1,V I S X INC
eye,eye,ADVANCED MEDICAL OPTICS INC
eyese,eyese,VISION TWENTY ONE INC
eyet,eyet,EYETECH PHARMACEUTICALS INC
eza,eza,ISHARES INC
ezch,ezch,EZCHIP SEMICONDUCTOR LTD
ezcof,ezcof,EZCONY INTERAMERICA INC
ezem,ezem,E Z EM INC
ezen,ezen,EZENIA INC
ezj,ezj,PROSHARES TRUST
ezm,ezm.1,EUROZINC MINING CORP
ezm,ezm,WISDOMTREE TRUST
ezmb,ezmb,E Z EM INC
ezpw,ezpw,EZCORP INC
ezr,ezr,EASYRIDERS INC
ezs,ezs,E Z SERVE CORP
ezu,ezu,ISHARES INC
ezy,ezy,WISDOMTREE TRUST
f,f,FORD MOTOR CO DEL
fa,fa,FAIRCHILD CORP
faa,faa,CLAYMORE E T F TRUST 2
fab,fab.1,FIRSTFED AMERICA BANCORP INC
